"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
D,0,0.965,0.035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,-0.44695,-7.97126,5.61179,32,29.8485,30.7812,0.185791,0.281771,0.348629,0.0173035,0.0308069,0.0371387,0.131543,0.175519,0.192714,0.0455131,0.0643308,0.0642274,0.0640553,0.0638146,0.0635055,0.0631285,0.0626838,0.062172,0.0615937,0.0609494,0.0602398,0.0594657,0.317954,0.449414,0.448692,0.447489,0.445808,0.443649,0.441015,0.437908,0.434333,0.430293,0.425792,0.420834,0.415427,0.277965,0.392891,0.39226,0.391209,0.389739,0.387851,0.385548,0.382833,0.379707,0.376175,0.37224,0.367906,0.363179,0.858955,-0.901768,-0.990281,-0.643845,-0.635694,0.763763,9.78251,1619
D,0,0.93,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.97,0.025,0,0,0,0,-0.409349,-7.83541,5.81517,27.5714,29.5385,30.6349,0.141785,0.221302,0.231195,0.0165419,0.0323614,0.0321813,0.128615,0.179893,0.179391,0.0252077,0.03563,0.0355728,0.0354775,0.0353441,0.035173,0.0349641,0.0347179,0.0344344,0.0341141,0.0337572,0.0333642,0.0329355,0.298796,0.422335,0.421656,0.420526,0.418946,0.416917,0.414442,0.411523,0.408163,0.404366,0.400136,0.395477,0.390396,0.295831,0.418145,0.417473,0.416354,0.41479,0.412781,0.41033,0.40744,0.404113,0.400354,0.396166,0.391554,0.386522,0.88434,-0.839109,-0.991099,0.608194,0.683589,0.913426,9.78943,1619
D,0,0.935,0.065,0,0,0,0,0,0,0,0.975,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.08,0,0,0,0,-0.415442,-7.49075,6.06353,29.2537,30.4688,35.6604,0.160818,0.77675,0.615856,0.0201322,0.0973882,0.0688026,0.141888,0.312071,0.262303,0.0294897,0.0416823,0.0416154,0.0415038,0.0413479,0.0411476,0.0409033,0.0406152,0.0402836,0.0399089,0.0394914,0.0390316,0.0385301,0.300026,0.424073,0.423392,0.422257,0.42067,0.418633,0.416148,0.413216,0.409843,0.40603,0.401783,0.397105,0.392002,0.312238,0.441334,0.440625,0.439444,0.437793,0.435673,0.433086,0.430035,0.426524,0.422557,0.418137,0.413269,0.407958,0.895913,-0.740876,-0.943733,0.827902,0.821509,0.954834,9.79474,1619
D,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.82,0,0,0,0,0,-0.592912,-8.22986,5.23009,34.2105,28.3582,33.6207,0.159198,0.210415,0.28997,0.0178476,0.0208563,0.0286521,0.133595,0.144417,0.169269,0.0414048,0.0585238,0.0584298,0.0582732,0.0580542,0.0577731,0.0574301,0.0570256,0.05656,0.0560338,0.0554477,0.0548021,0.0540979,0.322024,0.455167,0.454436,0.453218,0.451515,0.449328,0.44666,0.443514,0.439893,0.435801,0.431242,0.426222,0.420745,0.267413,0.377977,0.37737,0.376358,0.374944,0.373128,0.370913,0.3683,0.365293,0.361895,0.35811,0.35394,0.349392,0.925129,-0.898656,-0.994348,0.400658,0.617837,0.731631,9.78377,1619
E,0,0.04,0,0,0.08,0.865,0.015,0,0,0,0.78,0.22,0,0,0,0,0,0,0,0,0.095,0.845,0.02,0.035,0.005,0,0,0,0,0,8.54795,-3.3515,-1.47999,37.3077,47.5,45.7143,1.11159,1.01449,0.739499,0.143915,0.109284,0.112739,0.379362,0.330582,0.335767,0.333938,0.472007,0.471249,0.469986,0.468219,0.465952,0.463185,0.459923,0.456168,0.451924,0.447197,0.441991,0.436311,0.332384,0.469811,0.469056,0.467799,0.466041,0.463784,0.46103,0.457783,0.454045,0.449822,0.445116,0.439934,0.434281,0.314164,0.444057,0.443343,0.442155,0.440494,0.43836,0.435758,0.432688,0.429156,0.425163,0.420716,0.415818,0.410475,-0.811212,-0.765795,0.531374,0.744248,-0.612445,-0.281608,9.74773,1619
E,0,0,0,0,0,1,0,0,0,0,0.85,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.15738,-2.74382,-1.80462,36.5385,46.8293,38.5714,0.0817812,0.260606,0.15854,0.00767545,0.0286471,0.0134244,0.0876097,0.169254,0.115864,0.334508,0.472812,0.472053,0.470788,0.469019,0.466747,0.463976,0.460708,0.456946,0.452696,0.44796,0.442745,0.437056,0.203661,0.287867,0.287404,0.286634,0.285557,0.284174,0.282487,0.280497,0.278207,0.275619,0.272736,0.26956,0.266097,0.107473,0.151909,0.151665,0.151258,0.15069,0.14996,0.14907,0.14802,0.146811,0.145445,0.143924,0.142248,0.14042,-0.988312,-0.993926,0.987093,0.515646,0.416065,0.212498,9.73877,1619
E,0,0,0,0,0.005,0.975,0.02,0,0,0,0.59,0.405,0.005,0,0,0,0,0,0,0,0.05,0.945,0.005,0,0,0,0,0,0,0,9.22318,-2.5685,-1.71261,36.7308,44.1463,40.625,0.212056,0.322322,0.366028,0.0264583,0.0329447,0.0373837,0.16266,0.181507,0.193349,0.338648,0.478664,0.477895,0.476614,0.474823,0.472523,0.469718,0.466409,0.462601,0.458298,0.453504,0.448224,0.442465,0.212696,0.300636,0.300153,0.299349,0.298224,0.29678,0.295017,0.292939,0.290548,0.287845,0.284834,0.281518,0.2779,0.171158,0.241924,0.241535,0.240888,0.239983,0.23882,0.237402,0.23573,0.233806,0.231631,0.229208,0.226539,0.223628,-0.980445,-0.947374,0.968133,0.371826,0.614569,0.531233,9.75449,1619
E,0,0,0,0,0,0.99,0.01,0,0,0,0.41,0.59,0,0,0,0,0,0,0,0,0.08,0.92,0,0,0,0,0,0,0,0,9.22014,-2.56672,-1.69441,37.1154,45.3659,41.7021,0.217119,0.494295,0.451747,0.0199468,0.0431372,0.0401194,0.141233,0.207695,0.200298,0.335386,0.474053,0.473291,0.472023,0.470249,0.467972,0.465193,0.461916,0.458145,0.453883,0.449135,0.443906,0.438202,0.230395,0.325653,0.32513,0.324259,0.32304,0.321476,0.319567,0.317316,0.314725,0.311798,0.308536,0.304944,0.301026,0.159992,0.226142,0.225779,0.225174,0.224327,0.223241,0.221916,0.220352,0.218553,0.21652,0.214255,0.211761,0.20904,-0.968523,-0.942268,0.95346,0.554292,0.57043,0.420974,9.75695,1619
E,0,0,0,0,0,1,0,0,0,0,0.925,0.075,0,0,0,0,0,0,0,0,0.005,0.995,0,0,0,0,0,0,0,0,8.9659,-3.20982,-2.0191,38.9796,45.4762,33.9655,0.135785,0.331027,0.139185,0.0153695,0.0360621,0.0126092,0.123974,0.1899,0.112291,0.332433,0.469879,0.469124,0.467867,0.466109,0.463851,0.461097,0.45785,0.454111,0.449887,0.445181,0.439998,0.434344,0.23154,0.327272,0.326746,0.32587,0.324646,0.323073,0.321155,0.318893,0.31629,0.313347,0.31007,0.30646,0.302522,0.132737,0.187617,0.187316,0.186814,0.186112,0.185211,0.184111,0.182814,0.181322,0.179635,0.177756,0.175686,0.173429,-0.984891,-0.99599,0.982112,0.639168,-0.0751644,-0.121005,9.75089,1619
E,0,0,0,0,0,1,0,0,0,0,0.975,0.025,0,0,0,0,0,0,0,0,0.035,0.965,0,0,0,0,0,0,0,0,8.95097,-3.25186,-2.01333,40.4167,45.3488,40.4255,0.10716,0.269612,0.159235,0.0104709,0.0290403,0.0148965,0.102328,0.170412,0.122051,0.329864,0.466248,0.465499,0.464252,0.462507,0.460267,0.457534,0.454312,0.450602,0.446411,0.441741,0.436598,0.430988,0.221729,0.313405,0.312901,0.312063,0.31089,0.309385,0.307548,0.305381,0.302888,0.300071,0.296932,0.293475,0.289704,0.146237,0.206699,0.206367,0.205814,0.205041,0.204048,0.202836,0.201407,0.199763,0.197905,0.195834,0.193555,0.191067,-0.990628,-0.993783,0.991543,0.65412,0.378253,0.368985,9.74519,1619
E,0,0,0,0,0,1,0,0,0,0,0.935,0.065,0,0,0,0,0,0,0,0,0.015,0.985,0,0,0,0,0,0,0,0,8.96915,-3.14985,-2.11061,36.1538,51.0811,39.3878,0.130327,0.334894,0.172754,0.0116246,0.0305018,0.0150042,0.107817,0.174648,0.122492,0.330075,0.466547,0.465797,0.464549,0.462803,0.460562,0.457827,0.454602,0.450891,0.446696,0.442024,0.436878,0.431264,0.221238,0.31271,0.312208,0.311371,0.310201,0.308699,0.306866,0.304704,0.302217,0.299405,0.296273,0.292824,0.289061,0.142894,0.201974,0.20165,0.201109,0.200353,0.199383,0.198199,0.196803,0.195196,0.193381,0.191358,0.18913,0.1867,-0.988977,-0.994019,0.989707,0.647165,0.435252,0.289109,9.75013,1619
E,0,0,0,0,0,1,0,0,0,0,0.87,0.13,0,0,0,0,0,0,0,0,0.04,0.96,0,0,0,0,0,0,0,0,8.9662,-3.15752,-2.11106,36.4815,49.7368,40.4167,0.129397,0.395155,0.151072,0.0129142,0.0409004,0.0140896,0.113641,0.202238,0.1187,0.331338,0.468331,0.467579,0.466326,0.464573,0.462324,0.459579,0.456341,0.452616,0.448405,0.443715,0.438549,0.432914,0.236342,0.33406,0.333523,0.332629,0.331379,0.329774,0.327816,0.325507,0.32285,0.319846,0.3165,0.312816,0.308796,0.146399,0.206928,0.206596,0.206042,0.205268,0.204274,0.203061,0.20163,0.199984,0.198124,0.196051,0.193769,0.191279,-0.98148,-0.995075,0.983426,0.530752,0.153207,0.244875,9.75664,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.96229,-3.196,-2.06772,33.2759,33.0508,30.9677,0.0363893,0.0565908,0.0540431,0.00319435,0.00492622,0.00469815,0.0565185,0.070187,0.0685431,0.330528,0.467187,0.466437,0.465187,0.463438,0.461194,0.458456,0.455227,0.45151,0.44731,0.442631,0.437478,0.431856,0.180934,0.255742,0.255332,0.254647,0.25369,0.252462,0.250963,0.249195,0.24716,0.244861,0.2423,0.239479,0.236402,0.119074,0.168306,0.168036,0.167586,0.166956,0.166147,0.165161,0.163997,0.162659,0.161145,0.15946,0.157603,0.155578,-0.999686,-0.999427,0.999392,0.58529,0.274477,0.207565,9.7377,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.92154,-3.25247,-2.15359,38,36.2264,33.8889,0.0451935,0.0625806,0.0936453,0.00416458,0.00606216,0.00818218,0.0645336,0.0778599,0.0904554,0.329243,0.46537,0.464623,0.463377,0.461636,0.4594,0.456673,0.453456,0.449754,0.44557,0.440909,0.435776,0.430176,0.183677,0.259619,0.259202,0.258507,0.257536,0.256289,0.254767,0.252972,0.250907,0.248573,0.245973,0.243109,0.239985,0.131389,0.185713,0.185414,0.184917,0.184222,0.18333,0.182242,0.180958,0.179481,0.177811,0.175951,0.173903,0.171668,-0.999583,-0.998397,0.998209,0.277281,0.399048,-0.00279406,9.73819,1619
E,0,0,0,0,0,1,0,0,0,0,0.99,0.01,0,0,0,0,0,0,0,0,0.035,0.965,0,0,0,0,0,0,0,0,8.90009,-3.2306,-2.27347,32.1311,36.4815,35.7407,0.062455,0.122867,0.0856747,0.00593968,0.0130767,0.00765712,0.0770693,0.114354,0.087505,0.328853,0.46482,0.464073,0.462829,0.46109,0.458857,0.456133,0.45292,0.449222,0.445043,0.440388,0.435261,0.429667,0.193529,0.273544,0.273105,0.272373,0.27135,0.270035,0.268432,0.266541,0.264365,0.261906,0.259166,0.256149,0.252858,0.139188,0.196736,0.19642,0.195894,0.195158,0.194212,0.193059,0.191699,0.190134,0.188366,0.186395,0.184225,0.181858,-0.998056,-0.998709,0.997832,0.49144,0.253666,0.219642,9.73986,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,0,0,8.85386,-3.35459,-2.27547,34.4643,37.6923,33.4483,0.0696796,0.151357,0.0822006,0.00625122,0.0143936,0.00702345,0.0790646,0.119973,0.083806,0.32835,0.464108,0.463362,0.46212,0.460384,0.458154,0.455434,0.452226,0.448534,0.444361,0.439713,0.434594,0.429009,0.199812,0.282425,0.281971,0.281216,0.280159,0.278802,0.277147,0.275195,0.272948,0.270409,0.26758,0.264465,0.261066,0.138666,0.195998,0.195683,0.195159,0.194426,0.193484,0.192335,0.19098,0.189421,0.187659,0.185696,0.183534,0.181176,-0.997722,-0.998884,0.997679,0.649366,0.263055,0.175816,9.74047,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09,0.91,0,0,0,0,0,0,0,0,8.84398,-3.32747,-2.37271,36.0377,35.3704,32.1667,0.0521993,0.0915835,0.067485,0.00496218,0.00891714,0.00645651,0.0704427,0.0944306,0.0803524,0.327742,0.463249,0.462505,0.461265,0.459532,0.457306,0.454591,0.451389,0.447704,0.443539,0.438899,0.43379,0.428215,0.193586,0.273625,0.273186,0.272454,0.27143,0.270115,0.268512,0.26662,0.264443,0.261983,0.259243,0.256225,0.252932,0.146439,0.206985,0.206653,0.206099,0.205324,0.20433,0.203117,0.201686,0.200039,0.198179,0.196105,0.193822,0.191332,-0.999094,-0.99917,0.99844,0.523051,0.192558,-0.0710048,9.74393,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.425,0.575,0,0,0,0,0,0,0,0,8.75839,-3.46103,-2.48455,34.1818,34.3636,33.7931,0.0506854,0.107165,0.141531,0.00460453,0.00990434,0.0121323,0.0678567,0.0995206,0.110147,0.327161,0.462428,0.461685,0.460448,0.458718,0.456496,0.453786,0.450589,0.446911,0.442753,0.438122,0.433021,0.427457,0.197329,0.278915,0.278467,0.277721,0.276677,0.275337,0.273703,0.271775,0.269556,0.267048,0.264255,0.261178,0.257822,0.152259,0.215211,0.214866,0.21429,0.213484,0.212451,0.211189,0.209702,0.20799,0.206055,0.203899,0.201525,0.198936,-0.999014,-0.997381,0.996546,0.465885,0.420955,-0.0941217,9.74227,1619
E,0,0,0,0,0,1,0,0,0,0,0.96,0.04,0,0,0,0,0,0,0,0,0.375,0.625,0,0,0,0,0,0,0,0,8.87024,-3.17542,-2.44939,36.4706,38.2,40.8511,0.158008,0.336814,0.316828,0.0148195,0.0293489,0.0307195,0.121735,0.171315,0.17527,0.332426,0.46987,0.469115,0.467858,0.466099,0.463842,0.461088,0.45784,0.454102,0.449878,0.445172,0.439989,0.434336,0.209378,0.295947,0.295471,0.29468,0.293572,0.29215,0.290416,0.28837,0.286016,0.283355,0.280391,0.277127,0.273566,0.169012,0.238891,0.238507,0.237868,0.236974,0.235826,0.234426,0.232775,0.230875,0.228727,0.226334,0.223699,0.220825,-0.990377,-0.983778,0.972085,0.297769,0.140468,-0.187417,9.75343,1619
E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.07698,-2.83596,-2.11819,29.5455,31.7742,32.3729,0.036153,0.0447081,0.110087,0.00322981,0.00407822,0.00896003,0.0568314,0.063861,0.0946574,0.331961,0.469213,0.468459,0.467204,0.465448,0.463194,0.460444,0.457201,0.453468,0.449249,0.44455,0.439375,0.433729,0.165555,0.234005,0.23363,0.233003,0.232128,0.231004,0.229632,0.228015,0.226153,0.224049,0.221706,0.219124,0.216309,0.129678,0.183295,0.183,0.18251,0.181824,0.180943,0.179869,0.178602,0.177144,0.175496,0.17366,0.171638,0.169433,-0.99974,-0.998056,0.997962,0.397264,0.487609,-0.0386361,9.74378,1619
E,0,0,0,0,0,1,0,0,0,0,0.985,0.015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.11515,-2.82058,-1.97118,31.4516,36.4151,34.8214,0.0383857,0.0594606,0.0642843,0.00426629,0.00705954,0.00576926,0.0653169,0.084021,0.0759556,0.332617,0.470139,0.469384,0.468126,0.466367,0.464108,0.461353,0.458103,0.454363,0.450136,0.445428,0.440242,0.434585,0.168394,0.238017,0.237635,0.236998,0.236107,0.234964,0.233569,0.231924,0.23003,0.22789,0.225506,0.222881,0.220017,0.116509,0.16468,0.164416,0.163975,0.163359,0.162568,0.161603,0.160464,0.159154,0.157674,0.156024,0.154208,0.152226,-0.999268,-0.999074,0.998424,0.361774,0.176263,-0.0653948,9.74396,1619
E,0,0,0,0,0,1,0,0,0,0,0.98,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.11828,-2.79886,-1.97857,29.0909,40.8333,32.931,0.0317895,0.0597656,0.0608741,0.00300226,0.00617941,0.00544274,0.0547929,0.0786092,0.0737749,0.332694,0.470248,0.469492,0.468234,0.466475,0.464216,0.461459,0.458209,0.454468,0.45024,0.44553,0.440344,0.434685,0.165395,0.233779,0.233404,0.232778,0.231903,0.23078,0.22941,0.227794,0.225934,0.223833,0.221491,0.218913,0.2161,0.109558,0.154856,0.154607,0.154193,0.153613,0.152869,0.151962,0.150891,0.14966,0.148267,0.146716,0.145008,0.143145,-0.999411,-0.999153,0.999191,0.624128,0.443219,0.357341,9.74196,1619
F,0.11,0.835,0.005,0,0,0.05,0,0,0,0,0.99,0.005,0.005,0,0,0,0,0,0,0,0,0.05,0,0.015,0.685,0.25,0,0,0,0,-1.40216,-6.1976,6.60145,37.3077,28.6765,30,1.17297,0.987178,1.05227,0.176024,0.0989765,0.147552,0.419552,0.314605,0.384125,0.351829,0.497295,0.496496,0.495165,0.493304,0.490915,0.488001,0.484563,0.480607,0.476136,0.471156,0.46567,0.459686,0.346484,0.48974,0.488953,0.487643,0.48581,0.483457,0.480587,0.477202,0.473306,0.468903,0.463998,0.458596,0.452703,0.334113,0.472255,0.471496,0.470232,0.468465,0.466197,0.463429,0.460164,0.456407,0.452162,0.447432,0.442223,0.43654,0.575456,-0.704853,-0.957791,0.504037,-0.902151,-0.417459,9.79651,1619
F,0.04,0.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.85,0.135,0,0,0,0,-1.49715,-6.71155,6.83015,33.6842,30.6452,30.9677,0.440177,0.69705,0.511536,0.0399177,0.0746506,0.04959,0.199794,0.273223,0.222688,0.188353,0.266229,0.265801,0.265089,0.264092,0.262813,0.261253,0.259413,0.257295,0.254901,0.252235,0.249298,0.246095,0.356059,0.503273,0.502465,0.501118,0.499235,0.496817,0.493867,0.490389,0.486385,0.48186,0.47682,0.471269,0.465213,0.318553,0.45026,0.449537,0.448332,0.446647,0.444484,0.441845,0.438733,0.435151,0.431103,0.426593,0.421627,0.416209,0.921443,-0.925989,-0.97287,-0.0526074,0.133471,0.618494,9.77468,1619
F,0.005,0.975,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.905,0.09,0,0,0,0,-1.32733,-6.84556,6.74228,34.9091,29.5238,28.5075,0.304575,0.480423,0.428575,0.0301162,0.0494699,0.0391332,0.17354,0.222418,0.197821,0.145127,0.20513,0.204801,0.204252,0.203484,0.202499,0.201296,0.199879,0.198247,0.196402,0.194348,0.192085,0.189617,0.320562,0.4531,0.452372,0.45116,0.449465,0.447288,0.444632,0.4415,0.437896,0.433822,0.429284,0.424286,0.418834,0.316066,0.446745,0.446028,0.444832,0.443161,0.441014,0.438396,0.435308,0.431754,0.427738,0.423263,0.418336,0.41296,0.948239,-0.941268,-0.986739,0.0319023,0.308953,0.570424,9.74211,1619
F,0,0.96,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.765,0.225,0,0,0,0,-1.00832,-6.68874,6.96216,33.3929,32.8333,33.7931,0.431775,0.716137,0.638929,0.0396718,0.0690875,0.0558256,0.199178,0.262845,0.236274,0.19014,0.268755,0.268323,0.267604,0.266598,0.265307,0.263732,0.261874,0.259736,0.25732,0.254628,0.251664,0.24843,0.347706,0.491468,0.490678,0.489363,0.487524,0.485163,0.482282,0.478885,0.474975,0.470557,0.465635,0.460214,0.4543,0.323515,0.457274,0.45654,0.455316,0.453605,0.451408,0.448728,0.445567,0.44193,0.437818,0.433239,0.428195,0.422693,0.874873,-0.852083,-0.978579,0.145284,0.295551,0.283598,9.77535,1619
F,0.01,0.985,0.005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.865,0.115,0,0,0,0,-1.40304,-6.88532,6.69382,34.386,27.6056,33.2203,0.337195,0.681439,0.546659,0.0318735,0.0645926,0.0526881,0.178531,0.254151,0.229539,0.179787,0.254121,0.253713,0.253033,0.252082,0.250861,0.249372,0.247615,0.245594,0.243309,0.240764,0.237961,0.234903,0.344226,0.486548,0.485766,0.484465,0.482644,0.480307,0.477455,0.474092,0.470221,0.465847,0.460974,0.455607,0.449753,0.327968,0.463568,0.462824,0.461583,0.459849,0.457622,0.454905,0.4517,0.448013,0.443845,0.439202,0.434089,0.428511,0.952459,-0.936091,-0.97951,0.215189,0.299553,0.393062,9.76567,1619
F,0.005,0.995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.925,0.06,0.005,0,0,0,-1.40537,-6.95284,6.63615,32.2951,28.8235,29.8438,0.30483,0.515263,0.464265,0.0289926,0.0513991,0.045825,0.170272,0.226714,0.214068,0.14346,0.202774,0.202448,0.201906,0.201147,0.200173,0.198984,0.197583,0.19597,0.194147,0.192116,0.189879,0.187439,0.32519,0.459642,0.458903,0.457674,0.455954,0.453745,0.451051,0.447874,0.444218,0.440085,0.435482,0.430412,0.424881,0.318889,0.450736,0.450012,0.448806,0.447119,0.444954,0.442312,0.439197,0.435611,0.431559,0.427044,0.422073,0.416649,0.953347,-0.946605,-0.98614,-0.0490334,0.324328,0.369098,9.75755,1619
F,0,0.995,0.005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.04,0,0,0,0,-1.47108,-7.16158,6.45486,39.7917,31.3115,37.9592,0.286107,0.399172,0.364477,0.0280254,0.0438702,0.0366336,0.167408,0.209452,0.191399,0.144902,0.204813,0.204484,0.203936,0.20317,0.202186,0.200986,0.19957,0.19794,0.196099,0.194048,0.191789,0.189324,0.327282,0.462599,0.461856,0.460618,0.458887,0.456665,0.453953,0.450756,0.447076,0.442917,0.438284,0.433181,0.427615,0.309972,0.438133,0.437429,0.436256,0.434617,0.432512,0.429944,0.426916,0.42343,0.419491,0.415103,0.41027,0.404999,0.961143,-0.952625,-0.991075,-0.0366928,0.473248,0.289642,9.78248,1619
F,0,0.985,0.015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,-1.25582,-6.83616,6.77105,33.2759,30.6452,34.2105,0.31885,0.548873,0.449573,0.0293199,0.0512119,0.0401233,0.17123,0.2263,0.200308,0.162307,0.229414,0.229045,0.228431,0.227573,0.226471,0.225126,0.22354,0.221715,0.219653,0.217355,0.214825,0.212064,0.332063,0.469357,0.468603,0.467347,0.465591,0.463336,0.460585,0.457341,0.453607,0.449387,0.444686,0.439509,0.433861,0.302806,0.428003,0.427315,0.42617,0.424568,0.422512,0.420004,0.417045,0.41364,0.409793,0.405506,0.400785,0.395635,0.950012,-0.935041,-0.987353,0.17311,0.428534,0.410169,9.74357,1619
F,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.04,0,0,0,0,-1.13424,-7.07261,6.55704,39,32.1667,32.5,0.261353,0.422255,0.372275,0.0254631,0.0441539,0.0353794,0.159572,0.210128,0.188094,0.145506,0.205667,0.205336,0.204786,0.204017,0.203029,0.201823,0.200402,0.198765,0.196916,0.194857,0.192588,0.190113,0.322873,0.456367,0.455634,0.454413,0.452705,0.450513,0.447838,0.444683,0.441053,0.43695,0.432379,0.427345,0.421854,0.305629,0.431993,0.431299,0.430143,0.428527,0.426452,0.42392,0.420934,0.417497,0.413613,0.409287,0.404522,0.399323,0.951479,-0.939612,-0.990427,0.0772216,0.466584,0.420044,9.74202,1619
F,0.005,0.995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.955,0.035,0,0,0,0,-1.61511,-6.97367,6.5562,35.5769,30,32.7119,0.232905,0.415568,0.35105,0.0223935,0.0432926,0.0375746,0.149644,0.208069,0.193842,0.151994,0.214837,0.214492,0.213917,0.213113,0.212081,0.210822,0.209337,0.207627,0.205696,0.203544,0.201175,0.19859,0.326303,0.461216,0.460475,0.459241,0.457515,0.455299,0.452596,0.449408,0.445739,0.441592,0.436973,0.431886,0.426336,0.305802,0.432238,0.431543,0.430387,0.428769,0.426693,0.424159,0.421172,0.417733,0.413847,0.409518,0.40475,0.399549,0.976872,-0.977359,-0.989965,-0.0404859,0.0480573,0.417144,9.73645,1619
F,0.005,0.985,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.07,0,0,0,0,-1.68342,-6.99415,6.5301,37.451,28.5075,35.2727,0.24223,0.478511,0.392387,0.0277068,0.0464958,0.036633,0.166454,0.215629,0.191398,0.17168,0.242663,0.242273,0.241623,0.240715,0.23955,0.238127,0.23645,0.23452,0.232338,0.229908,0.227231,0.224311,0.330021,0.46647,0.465721,0.464473,0.462727,0.460486,0.457752,0.454528,0.450817,0.446623,0.441952,0.436806,0.431193,0.296142,0.418583,0.417911,0.416791,0.415225,0.413214,0.41076,0.407867,0.404537,0.400774,0.396581,0.391964,0.386928,0.969054,-0.966332,-0.989434,-0.0299173,0.255525,0.413015,9.7496,1619
F,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.96,0.035,0,0,0,0,-1.45021,-7.13075,6.48753,37,33.2759,35.9259,0.287207,0.419053,0.299035,0.0249504,0.0481226,0.032368,0.157957,0.219369,0.179911,0.141335,0.199771,0.19945,0.198916,0.198168,0.197209,0.196038,0.194657,0.193068,0.191272,0.189271,0.187067,0.184664,0.333676,0.471637,0.470879,0.469617,0.467853,0.465587,0.462822,0.459562,0.45581,0.45157,0.446846,0.441644,0.435969,0.302778,0.427964,0.427276,0.426131,0.42453,0.422474,0.419965,0.417007,0.413603,0.409755,0.405469,0.400748,0.395599,0.968501,-0.965965,-0.989907,0.0553899,0.197004,0.463676,9.77837,1619
